Topic,Review_Raw,Tokens,Representative_document
3,늘 사용하는 제품입니다 순하고 촉촉해요 본품 샘플이 없어서 매우 아쉽네요,순하다 촉촉하다 샘플,True
3,민감성건성 피부에 좋아요 순하고 촉촉합니다,건성 피부 순하다 촉촉하다,True
3,"촉촉하고 좋아요
피부톤과 결이 좋아보야요",피부,True
6,무난하게 사용하기 좋습니다~ 재구매 의사 있어요!!,의사,True
-1,무난하게 사용하기 좋아요~ 재구매 의사 있습니다!,의사,True
3,가볍고 순하면서 촉촉해요 ㅡㅏ음번에 대구매할래요,순하다 촉촉하다,True
3,"촉촉하고 피부가 많이 매끈해졌어요

만족만족입니다🤗",피부,True
3,잘 쓰겠습니다~~~~ 괜찮아요~ 잘 쓸 것 같아요~~ 괜찮아요~ 잘 쓸 것 같아요~~ 괜찮아요~ 잘 쓸 것 같아요~~ 괜찮아요~ 잘 쓸 것 같아요~~,괜찮다 괜찮다 괜찮다 괜찮다,True
17,"아이오페 바이오 컨디셔닝 에센스 
바이오 컨디셔닝 에센스 소용량 좋아요
다른 워터에센스에 비해 촉촉해서 겨울에도 사용하기 좋아요 퍼스트에센스로 사용하고 있어요
아이오페 바이오 컨디셔닝 에센스 
바이오 컨디셔닝 에센스 추천합니다",바이오 컨디셔닝 에센스 바이오 컨디셔닝 에센스 용량 워터 에센스 겨울 퍼스트 에센스 바이오 컨디셔닝 에센스 바이오 컨디셔닝 에센스,True
17,"아이오페 바이오 컨디셔닝 에센스 84ml
바이오 컨디셔닝 에센스 84ml 좋아요
물제형이라 끈적임 없고 촉촉해요
손으로 톡톡 발라도 흡수가 잘되어 좋아요
닦토하기에도 좋아요
아이오페 바이오 컨디셔닝 에센스 84ml
바이오 컨디셔닝 에센스 추천합니다",바이오 컨디셔닝 에센스 바이오 컨디셔닝 에센스 제형 촉촉하다 흡수 닦토 바이오 컨디셔닝 에센스 바이오 컨디셔닝 에센스,True
17,"아이오페 바이오 컨디셔닝 에센스 84ml
바이오 컨디셔닝 에센스 좋아요
가을 겨울에 사용하기 좋아요
가볍지만 바르고 나면 촉촉해져요
무향이라 만족합니다
아이오페 바이오 컨디셔닝 에센스 
바이오 컨디셔닝 에센스 추천합니다",바이오 컨디셔닝 에센스 바이오 컨디셔닝 에센스 가을 겨울 바이오 컨디셔닝 에센스 바이오 컨디셔닝 에센스,True
3,피부가 윤이 나는 것같아서 꾸준히 사용하고 있어요,피부,True
3,안 바르며 피부가 느낄 만큼 촉촉하고 당김이 없어요,피부,True
34,"잘 사용하고 있습니다 
재구매 할게요 
감사합니다",감사,True
3,피부가 매끈해요~~ 강추합니다~~ 최고 최고~~,피부,True
3,"늘 사용중입니다~ 
타구매보단 행사시 구매가
저렴하고 꼼꼼히 챙겨주셔서
감사합니다",감사,True
81,"사용감이 부드럽고 좋습니다.
다음에도 또 구매할 것 같아요.",다음,True
61,잘사용하고있어요 끈적임없이 적당히 촉촉하고 여름도 좋아요,여름,True
3,"촉촉하고좋아요ㅎ
피부가좋은 느낌이들어요",피부,True
28,항상 쓰는 제품입니다. 잘 쓰고 있습니다. 감사합니다.,감사,True
3,촉촉하고 피부가 탱탱해지는 느낌이네요~^^,피부,True
3,쓰고나서 피부가 조금 달라지는거 같아 계속 사용중입니다,피부,True
1,내 피부가 촉촉하게 부드러운 느낄수 있게 해준 제품 입니다.,피부,True
25,"정말. 잘. 좋아요
피부가. 매끈하고 광이 나요",피부,True
3,"배송도 빠르고 상품도 좋아요 
선물했는데 만족해요",빠르다,True
3,"배송도 빠르고 상품도 좋아요 
선물했는데 받으신분도 만족하네요",빠르다,True
34,잘택배받았습니다 감사합니다 좋았습니다,감사,True
-1,"슈퍼바이탈 세트를 사용한 지 벌써 2주가 지났는데, 확실히 피부에 변화가 느껴집니다.
제형이 부드럽고 촉촉해서 바를 때 기분이 정말 좋아요.
특히 에멀전과 크림이 흡수가 빨라서 아침에 메이크업 전에 써도 밀림 없이 잘 먹어요.

사용 후 피부결이 매끈해지고, 속건조가 줄어든 느낌이에요.
향도 은은하고 고급스러워서 사용할 때마다 기분이 좋아지고요.
가격대는 조금 있지만 세트로 구성되어 있어서 가성비도 괜찮다고 생각합니다.

피부가 예민한 편인데 트러블 없이 잘 맞아서 만족하고 있어요.
다 쓰면 재구매 의사 100%입니다!",슈퍼 이탈 세트 피부 변화 제형 기분 에멀전 크림 흡수 빠르다 아침 메이크업 피부 건조 고급 기분 가격대 세트 구성 가성비 괜찮다 피부 트러블 의사,True
47,"아이오페 슈퍼바이탈 기초 2종 세트 구매했습니다
촉촉하고 사용감이 좋아요
사용감 좋아서 꾸준히 사용하려구요
아이오페 제품들 만족스럽네요
아모레퍼시픽몰 공홈이라 좋고 배송도 빠르네요
이벤트도 자주 있어서 좋아요
이제품 적극 추천합니다",슈퍼 이탈 기초 세트 촉촉하다 아모레퍼시픽 빠르다 이벤트 적극,True
47,"아이오페 슈퍼바이탈 기초 2종 세트 구매했어요
촉촉하고 사용감이 좋아요
사용감 좋아서 꾸준히 사용하려구요
아이오페 제품들 만족스럽네요
아모레퍼시픽몰 공홈이라 좋고 배송도 빠르네요
이벤트도 자주 있어서 좋아요
이제품 추천합니다,",슈퍼 이탈 기초 세트 촉촉하다 아모레퍼시픽 빠르다 이벤트,True
47,"아이오페 슈퍼바이탈 2종세트 구매했어요
촉촉하고 사용감이 좋아요
사용감 좋아서 꾸준히 사용하려구요
아이오페 제품들 만족스럽네요
아모레퍼시픽몰 공홈이라 좋고 배송도 빠르네요
이벤트도 자주 있어서 좋아요
이제품 추천합니다",슈퍼 이탈 세트 촉촉하다 아모레퍼시픽 빠르다 이벤트,True
47,"아이오페 슈퍼바이탈 기초 2종 세트 구매했습니다 
촉촉하고 사용감이 좋아요
사용감 좋아서 꾸준히 사용하려구요
선물용으로도 좋아요
아모레퍼시픽몰 공홈이라 좋고 배송도 빠르네요
이벤트도 자주 있어서 좋아요
이제품 적극 추천합니다",슈퍼 이탈 기초 세트 촉촉하다 아모레퍼시픽 빠르다 이벤트 적극,True
27,"아침세안용으로 쓸 가벼운 클렌저가 필요해서 구매했습니다
아침저녁으로 쓰기에는 조금 자극적이어서 다른 폼클렌징이랑 번갈아가며 쓰고 있어요
각질제거제 성분이 들어서 그런가 씻고나면 보들보들합니다 건조하지 않은 점이 제일 마음에 드네요",아침 세안 클렌저 필요 아침 저녁 자극 클렌징 각질 제거제 성분 건조,True
-1,"슈퍼바이탈 세트를 사용한 지 벌써 2주가 지났는데, 확실히 피부에 변화가 느껴집니다.
제형이 부드럽고 촉촉해서 바를 때 기분이 정말 좋아요.
특히 에멀전과 크림이 흡수가 빨라서 아침에 메이크업 전에 써도 밀림 없이 잘 먹어요.

사용 후 피부결이 매끈해지고, 속건조가 줄어든 느낌이에요.
향도 은은하고 고급스러워서 사용할 때마다 기분이 좋아지고요.
가격대는 조금 있지만 세트로 구성되어 있어서 가성비도 괜찮다고 생각합니다.

피부가 예민한 편인데 트러블 없이 잘 맞아서 만족하고 있어요.
다 쓰면 재구매 의사 100%입니다!",슈퍼 이탈 세트 피부 변화 제형 기분 에멀전 크림 흡수 빠르다 아침 메이크업 피부 건조 고급 기분 가격대 세트 구성 가성비 괜찮다 피부 트러블 의사,True
53,여행용으로 갖고 댕기기 좋을듯합니다.,여행,True
53,여행용으로 갖고 다니기 딱인 제품이에요.,여행,True
5,겨울에 쓰기 좋아요,겨울,True
0,"에스쁘아 노웨어 립스틱 바밍글로우
7호 애쉬메이플 을 사용해 보았는데요ㅡ 제 입술에 바르니 
색상이 생각보다 어둡고 얼굴도 어두워보이네요ㅎㅎㅎ 자연스러운색상을 찾고있었는데 아쉽게도 이색상은 저랑 안맞는것같네요~~ 발림성이나 지속성은 ㄷ좋아요 부드럽게발리기도하고ㅎㅅ",웨어 립스틱 바밍글로우 애쉬 메이플 입술 색상 얼굴 자연 색상 색상 발림 지속,True
50,왜 유명한지 알 것 같은 예쁜 색입니다. 유통기한도 2028년으로 길어서 세일할 때 여러 개 쟁여놓았어요.,유명 예쁘다 유통 기한,True
-1,"딸에게 선물했어요. 피부가 검은편인데..
늘 같은색 서서 조금더 발랄한 톤으로 선물했습니다.만족하네요.",피부,True
6,"배송도빠르고~~촉촉하고좋아요~!!너무맘에들어요~~!!
열심히바르고있네요~~",빠르다,True
-1,좋아요 잘 받았습니다 또 구매할게요. 감사합니다,감사,True
34,좋아요 잘 받았습니다 또 구매할게요 감사합니다,감사,True
37,에스쁘아 갤럭시 에디션 비벨벳 커버 쿠션 13호 포슬린 구매했어요 배송도 빠르고 쿠폰 할인 사용해서 저렴하게 구매했네요 갤럭시 에디션이라 그런지 쿠션케이스도 깔끔하고 고급스러워보여 좋아요 만족합니다 잘 쓰겠습니다 ㅎㅎ,갤럭시 에디션 벨벳 커버 쿠션 빠르다 할인 저렴하다 갤럭시 에디션 쿠션 케이스 고급,True
37,이번에 나온 에스쁘아 홀리데이 컬렉션 갤럭시 에디션 너무너무 예쁘네요 갤럭시 에디션 스트로빙 하이라이터 8호 갤럭시 패키지도 예쁘고 하이라이터 발색도 예쁘고 좋은 것 같습니다 블링블링 은은한 광택과 블루 투명 케이스가 예쁘네요,홀리데이 컬렉션 갤럭시 에디션 예쁘다 갤럭시 에디션 스트로 하이 라이터 갤럭시 패키지 예쁘다 하이 라이터 예쁘다 블링블링 광택 블루 투명 케이스 예쁘다,True
37,에스쁘아 홀리데이 컬렉션 갤럭시 에디션 너무너무 예쁘네요 갤럭시 에디션 스트로빙 하이라이터 8호 갤럭시 패키지도 예쁘고 하이라이터 발색도 예쁘고 좋은 것 같습니다 블링블링 은은한 광택과 블루 투명 케이스가 너무너무 예쁩니다,홀리데이 컬렉션 갤럭시 에디션 예쁘다 갤럭시 에디션 스트로 하이 라이터 갤럭시 패키지 예쁘다 하이 라이터 예쁘다 블링블링 광택 블루 투명 케이스 예쁘다,True
3,배송빠르고ㅡ촉촉하고좋아요♡너무마음에들어요~~,빠르다,True
3,촉촉하고 피부가 맑아지고 좋아요 추천,피부,True
5,더윤 여름에 얇게 발려서 생각보다 잘 쓰고 있어서 좋아요.,여름,True
3,좋은데 여름에는 너무 빨리 무너져요 ㅠ,여름,True
78,항상 사용하던 제품이라 만족하며 사용중입니다. 재구매 의사 있습니다.,의사,True
1,"늘. 흐던제품이라 좋아요.
내 피부톤에 잘 맞고.축촉한 느낌.",피부,True
6,쓰기 좋아요 피부가 촉촉해져서 좋습니다!!,피부,True
3,피부톤에 잘 맞지만 잘 무너지네요~~~,피부,True
34,좋아요 잘쓸께요 감사합니다 색밝아요,감사,True
3,막 발라도 안뜨는건 좋은데 여름이라 잘 녹음 ㅋㅋㅋㅋ 그래도 뜨는거 보다는 나음,여름,True
39,에스트라 아토베리어 속수분 앰플 샘플 사은품으로 받아 사용해보고 피부에 전혀 자극없이 스며드는 느낌에 바로 구매해서 계속 사용하고 있어요 부담스럽지않은 가격이라 세안후 아침 저녁으로 듬뿍듬뿍 발라주면 부드럽고 촉촉함이 너무 좋아요,에스 아토베리어 수분 앰플 샘플 피부 자극 부담 세안 아침 저녁,True
39,늘 사용하는 제품입미다 에스트라 아토베리어 365 크림을 바르기 전에 같이 사용하면 보습감도 느껴지고 피부가 편안합니다 - 여타 디른 히아루론산 앰플과 다르게 흡수감이 좋아서 계속 찾게되는 제품입니다 빠른 배송 감사합니다,에스 아토베리어 크림 보습 피부 편안 여타 히아루론 앰플 다르다 흡수 빠르다 감사,True
3,배송도 빠르고 잘 쓰고있어요 굿굿 좋아요,빠르다,True
3,순하고 촉촉해요 여러번 덧바르면 속건조에 좋아요,순하다 촉촉하다 건조,True
5,끈적이지 않고 미끌거리지 않고 수분감만 느껴지는 엠플 입니다. 한 겨울 보다는 봄 여름 가을 정도가 사용하기 더 적합한 것 같아요. 많이 산뜻 합니다. 돌지 않아서 다음 스킨케어를 하기에도 부담이 없었어요. 겨울에는 두겹으로 발라 주셔도 좋을 것 같습니다.,수분 엠플 겨울 여름 가을 적합 다음 스킨 케어 부담 겨울,True
39,"에스트라 아토베리어 바디크림은 아주 마음에 들어요.
몇 번씩 재구매해서 사용해도 만족스럽습니다.
건조한 피부에 딱이에요. 
향이 있는 것도 싫어하는데 향도 없고 순해서 더 
잘 사용하고 있습니다. 얼굴이나 몸에 부담없이 바를 수 있고 촉촉해서 좋습니다.",에스 아토베리어 바디 크림 건조 피부 순하다 얼굴 부담,True
3,이거 몇 통 째인지 모름 겨울아니어도 착 붙어 좋아요,겨울,True
70,"계속 구매하는제품이예요~ 온가족 다같이 사용해요
만족해요",가족,True
5,여름에도 끈끈하지 않고 부드럽게 잘 발려서 계속 쓸래요.,여름,True
5,올 겨울 다섯통은 썼나봐요. 좋은데요,겨울,True
6,"촉촉해서 좋아요
다음에도 주문할게요!!",다음,True
3,"예민한 피부에 사용하기 좋습니다ㅎ
만족합니다",피부,True
3,"산뜻하고 금방스며들어 좋고
피부속이 촉촉해지는거 같아요",피부,True
3,"칙칙한 피부에 사용하기 좋아요
추천합니다",피부,True
3,"칙칙한 피부에 사용하기 좋아요
추천합니다",피부,True
-1,촉촉한 느낌은 좋은것 같아요. 약간 미끈 거리는 듯 하기도 해서 산뜻한 감은 없어요. 향이 전혀 없는듯 하던데요. 약간 있어도 좋을듯 해요. 아직은 피부가 막 좋아지는 것 같지는 않아서 더 써 봐야 할것 같습니다,피부,True
1,"가볍게 바르기 좋고, 피부를 촉촉하게 가꿔줘요.",피부,True
33,"샘플 써보고 좋아서 사용하는 것이 잇음에도 여름용으로 구입, 지금사용하는 헤라는 여름지나서 사용 예정입니다. 끈적이지않고 가벼워서 가격에도 불구하고 손이 갑니다. 헤라, 상백크림보다 가벼운 느낌, 겨울에도 촉축해서 괜찮을것 같기는한데 가격이 두배라 ㅎ",샘플 여름 구입 여름 예정 크림 겨울 괜찮다,True
20,스킨로션은 늘 오딧세이 로맨틱 스킨 리파이너를 쓰고 계십니다 한번 써보시고 맘에 들어하셔서 그후론 쭉 오딧세이 로맨틱 라인을 사용중이십니다 사용감도 좋고 향도 좋고 만족하십니다 앞으로도 계속 오딧세이 로맨틱 라인을 쓰실 것 같습니다,스킨 로션 오딧세이 로맨틱 스킨 리파이너 오딧세이 로맨틱 라인 오딧세이 로맨틱 라인,True
